Date,Open,High,Low,Close,Adj Close,Volume
2018-12-18,1550.000000,1550.000000,1520.000000,1530.000000,1222.916870,494500
2018-12-19,1540.000000,1545.000000,1525.000000,1535.000000,1226.913330,229400
2018-12-20,1535.000000,1545.000000,1535.000000,1535.000000,1226.913330,392200
2018-12-21,1540.000000,1545.000000,1530.000000,1530.000000,1222.916870,198900
2018-12-24,1530.000000,1530.000000,1530.000000,1530.000000,1222.916870,0
2018-12-25,1530.000000,1530.000000,1530.000000,1530.000000,1222.916870,0
2018-12-26,1530.000000,1535.000000,1485.000000,1485.000000,1186.948608,460000
2018-12-27,1485.000000,1500.000000,1480.000000,1485.000000,1186.948608,299700
2018-12-28,1485.000000,1485.000000,1460.000000,1470.000000,1174.959351,672300
2018-12-31,1470.000000,1470.000000,1470.000000,1470.000000,1174.959351,0
2019-01-01,1470.000000,1470.000000,1470.000000,1470.000000,1174.959351,0
2019-01-02,1480.000000,1500.000000,1470.000000,1485.000000,1186.948608,319000
2019-01-03,1490.000000,1535.000000,1485.000000,1520.000000,1214.923950,465000
2019-01-04,1520.000000,1530.000000,1500.000000,1520.000000,1214.923950,267900
2019-01-07,1520.000000,1560.000000,1510.000000,1535.000000,1226.913330,1334800
2019-01-08,1540.000000,1560.000000,1540.000000,1545.000000,1234.906250,411400
2019-01-09,1545.000000,1560.000000,1535.000000,1540.000000,1230.909668,278900
2019-01-10,1540.000000,1550.000000,1540.000000,1545.000000,1234.906250,208300
2019-01-11,1545.000000,1580.000000,1545.000000,1580.000000,1262.881592,801900
2019-01-14,1580.000000,1595.000000,1565.000000,1570.000000,1254.888550,459900
2019-01-15,1570.000000,1580.000000,1540.000000,1575.000000,1258.885132,898000
2019-01-16,1575.000000,1595.000000,1550.000000,1585.000000,1266.878052,665300
2019-01-17,1595.000000,1610.000000,1585.000000,1595.000000,1274.870972,1321200
2019-01-18,1610.000000,1675.000000,1600.000000,1665.000000,1330.821411,2006200
2019-01-21,1665.000000,1680.000000,1655.000000,1660.000000,1326.824829,2507000
2019-01-22,1660.000000,1660.000000,1620.000000,1630.000000,1302.846191,759200
2019-01-23,1630.000000,1645.000000,1615.000000,1630.000000,1302.846191,436400
2019-01-24,1640.000000,1660.000000,1625.000000,1640.000000,1310.839111,487200
2019-01-25,1650.000000,1655.000000,1625.000000,1625.000000,1298.849609,336900
2019-01-28,1625.000000,1645.000000,1585.000000,1600.000000,1278.867188,1138800
2019-01-29,1605.000000,1620.000000,1570.000000,1570.000000,1254.888550,666800
2019-01-30,1550.000000,1575.000000,1550.000000,1570.000000,1254.888550,363400
2019-01-31,1575.000000,1575.000000,1565.000000,1565.000000,1250.892090,598500
2019-02-01,1565.000000,1570.000000,1550.000000,1570.000000,1254.888550,1946600
2019-02-04,1570.000000,1650.000000,1570.000000,1615.000000,1290.856812,522800
2019-02-05,1615.000000,1615.000000,1615.000000,1615.000000,1290.856812,0
2019-02-06,1615.000000,1675.000000,1615.000000,1670.000000,1334.817749,1980200
2019-02-07,1675.000000,1765.000000,1670.000000,1720.000000,1374.782349,3160600
2019-02-08,1720.000000,1745.000000,1695.000000,1700.000000,1358.796387,1157700
2019-02-11,1700.000000,1725.000000,1690.000000,1695.000000,1354.800293,840300
2019-02-12,1695.000000,1720.000000,1675.000000,1695.000000,1354.800293,1743600
2019-02-13,1700.000000,1700.000000,1660.000000,1665.000000,1330.821411,936200
2019-02-14,1665.000000,1680.000000,1610.000000,1615.000000,1290.856812,902900
2019-02-15,1630.000000,1630.000000,1580.000000,1585.000000,1266.878052,803100
2019-02-18,1595.000000,1670.000000,1595.000000,1630.000000,1302.846191,636300
2019-02-19,1645.000000,1675.000000,1600.000000,1605.000000,1282.863770,645800
2019-02-20,1615.000000,1660.000000,1600.000000,1635.000000,1306.842407,1057200
2019-02-21,1635.000000,1640.000000,1615.000000,1620.000000,1294.853271,627000
2019-02-22,1625.000000,1625.000000,1610.000000,1615.000000,1290.856812,878200
2019-02-25,1615.000000,1620.000000,1600.000000,1600.000000,1278.867188,1091800
2019-02-26,1615.000000,1685.000000,1610.000000,1655.000000,1322.828247,1634200
2019-02-27,1670.000000,1685.000000,1635.000000,1640.000000,1310.839111,619400
2019-02-28,1660.000000,1660.000000,1625.000000,1625.000000,1298.849609,312100
2019-03-01,1625.000000,1650.000000,1625.000000,1635.000000,1306.842407,169400
2019-03-04,1645.000000,1655.000000,1610.000000,1625.000000,1298.849609,366300
2019-03-05,1625.000000,1625.000000,1600.000000,1605.000000,1282.863770,509700
2019-03-06,1605.000000,1625.000000,1605.000000,1620.000000,1294.853271,345400
2019-03-07,1620.000000,1620.000000,1620.000000,1620.000000,1294.853271,0
2019-03-08,1620.000000,1625.000000,1595.000000,1615.000000,1290.856812,849700
2019-03-11,1615.000000,1615.000000,1600.000000,1615.000000,1290.856812,227000
2019-03-12,1615.000000,1620.000000,1600.000000,1615.000000,1290.856812,643500
2019-03-13,1620.000000,1625.000000,1615.000000,1625.000000,1298.849609,397300
2019-03-14,1625.000000,1635.000000,1625.000000,1630.000000,1302.846191,666200
2019-03-15,1640.000000,1645.000000,1625.000000,1630.000000,1302.846191,408700
2019-03-18,1630.000000,1650.000000,1625.000000,1635.000000,1306.842407,476000
2019-03-19,1640.000000,1640.000000,1625.000000,1640.000000,1310.839111,373300
2019-03-20,1630.000000,1640.000000,1620.000000,1620.000000,1294.853271,316700
2019-03-21,1630.000000,1630.000000,1615.000000,1615.000000,1290.856812,292100
2019-03-22,1620.000000,1625.000000,1615.000000,1620.000000,1294.853271,50700
2019-03-25,1620.000000,1620.000000,1565.000000,1565.000000,1250.892090,1301300
2019-03-26,1565.000000,1580.000000,1560.000000,1570.000000,1254.888550,146400
2019-03-27,1580.000000,1600.000000,1580.000000,1580.000000,1262.881592,67200
2019-03-28,1580.000000,1590.000000,1565.000000,1570.000000,1254.888550,190600
2019-03-29,1570.000000,1580.000000,1560.000000,1565.000000,1250.892090,70000
2019-04-01,1565.000000,1625.000000,1560.000000,1605.000000,1282.863770,857700
2019-04-02,1620.000000,1625.000000,1595.000000,1610.000000,1286.860229,330200
2019-04-03,1610.000000,1610.000000,1610.000000,1610.000000,1286.860229,0
2019-04-04,1615.000000,1615.000000,1580.000000,1585.000000,1266.878052,168300
2019-04-05,1590.000000,1625.000000,1590.000000,1620.000000,1294.853271,252500
2019-04-08,1625.000000,1630.000000,1615.000000,1620.000000,1294.853271,470800
2019-04-09,1615.000000,1625.000000,1610.000000,1615.000000,1290.856812,148400
2019-04-10,1615.000000,1625.000000,1610.000000,1615.000000,1290.856812,285400
2019-04-11,1620.000000,1620.000000,1610.000000,1615.000000,1290.856812,973400
2019-04-12,1615.000000,1625.000000,1600.000000,1605.000000,1282.863770,662400
2019-04-15,1600.000000,1620.000000,1580.000000,1585.000000,1266.878052,527600
2019-04-16,1600.000000,1610.000000,1585.000000,1610.000000,1286.860229,573700
2019-04-17,1610.000000,1610.000000,1610.000000,1610.000000,1286.860229,0
2019-04-18,1620.000000,1625.000000,1605.000000,1615.000000,1290.856812,433600
2019-04-19,1615.000000,1615.000000,1615.000000,1615.000000,1290.856812,0
2019-04-22,1610.000000,1615.000000,1585.000000,1590.000000,1270.874268,366400
2019-04-23,1600.000000,1605.000000,1575.000000,1590.000000,1270.874268,1316200
2019-04-24,1580.000000,1585.000000,1510.000000,1565.000000,1279.870239,1287300
2019-04-25,1565.000000,1570.000000,1545.000000,1550.000000,1267.603149,283200
2019-04-26,1545.000000,1565.000000,1530.000000,1560.000000,1275.781128,325900
2019-04-29,1560.000000,1560.000000,1540.000000,1555.000000,1271.692383,132600
2019-04-30,1595.000000,1595.000000,1550.000000,1570.000000,1283.959473,210000
2019-05-01,1570.000000,1570.000000,1570.000000,1570.000000,1283.959473,0
2019-05-02,1570.000000,1570.000000,1535.000000,1545.000000,1263.514160,228600
2019-05-03,1545.000000,1565.000000,1505.000000,1520.000000,1243.068970,230900
2019-05-06,1500.000000,1550.000000,1500.000000,1515.000000,1238.979858,298900
2019-05-07,1550.000000,1550.000000,1515.000000,1520.000000,1243.068970,93500
2019-05-08,1520.000000,1550.000000,1500.000000,1525.000000,1247.158081,259300
2019-05-09,1530.000000,1530.000000,1500.000000,1500.000000,1226.712769,320700
2019-05-10,1500.000000,1520.000000,1490.000000,1500.000000,1226.712769,463300
2019-05-13,1500.000000,1500.000000,1490.000000,1490.000000,1218.534668,57900
2019-05-14,1480.000000,1490.000000,1450.000000,1465.000000,1198.089478,457600
2019-05-15,1480.000000,1480.000000,1435.000000,1435.000000,1173.555176,318500
2019-05-16,1435.000000,1455.000000,1415.000000,1425.000000,1165.377319,261000
2019-05-17,1435.000000,1460.000000,1420.000000,1420.000000,1161.287964,122100
2019-05-20,1425.000000,1450.000000,1425.000000,1450.000000,1185.822388,179500
2019-05-21,1470.000000,1475.000000,1460.000000,1460.000000,1194.000488,79600
2019-05-22,1460.000000,1470.000000,1455.000000,1465.000000,1198.089478,35500
2019-05-23,1480.000000,1490.000000,1460.000000,1475.000000,1206.267578,529500
2019-05-24,1490.000000,1490.000000,1465.000000,1465.000000,1198.089478,148200
2019-05-27,1465.000000,1475.000000,1460.000000,1460.000000,1194.000488,239300
2019-05-28,1460.000000,1465.000000,1445.000000,1450.000000,1185.822388,316600
2019-05-29,1450.000000,1455.000000,1445.000000,1450.000000,1185.822388,146300
2019-05-30,1450.000000,1450.000000,1450.000000,1450.000000,1185.822388,0
2019-05-31,1450.000000,1460.000000,1450.000000,1455.000000,1189.911377,407100
2019-06-03,1455.000000,1455.000000,1455.000000,1455.000000,1189.911377,0
2019-06-04,1455.000000,1455.000000,1455.000000,1455.000000,1189.911377,0
